,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
120,2021-12-09,167.00558215400312,156.3971415581074,179.5678946014092,167.00558215400312,167.00558215400312,0.5488971763021764,0.5488971763021764,0.5488971763021764,0.5488971763021764,0.5488971763021764,0.5488971763021764,0.0,0.0,0.0,167.5544793303053
121,2021-12-10,166.84984860108642,155.0747530103903,178.12039038838125,166.84984860108642,166.84984860108642,-0.13281107589810762,-0.13281107589810762,-0.13281107589810762,-0.13281107589810762,-0.13281107589810762,-0.13281107589810762,0.0,0.0,0.0,166.71703752518832
122,2021-12-13,166.3826479423364,155.76613398562492,178.16661249976636,166.3826479423364,166.3826479423364,0.3860051003198352,0.3860051003198352,0.3860051003198352,0.3860051003198352,0.3860051003198352,0.3860051003198352,0.0,0.0,0.0,166.76865304265624
123,2021-12-14,166.22691438941973,155.5024867877924,177.84825261027436,166.22691438941973,166.22691438941973,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.9121953137273697,0.0,0.0,0.0,167.1391097031471
124,2021-12-15,166.07118083650303,155.7579256556933,178.6305996130828,166.07118083650303,166.07118083650303,0.9028127818878886,0.9028127818878886,0.9028127818878886,0.9028127818878886,0.9028127818878886,0.9028127818878886,0.0,0.0,0.0,166.97399361839092
125,2021-12-16,165.91544728358636,155.10787470438976,177.56484590522592,165.91544728358636,165.91544728358636,0.5488971763021315,0.5488971763021315,0.5488971763021315,0.5488971763021315,0.5488971763021315,0.5488971763021315,0.0,0.0,0.0,166.46434445988848
126,2021-12-17,165.7597137306697,154.6650055072124,176.82200189570216,165.7597137306697,165.7597137306697,-0.13281107589833954,-0.13281107589833954,-0.13281107589833954,-0.13281107589833954,-0.13281107589833954,-0.13281107589833954,0.0,0.0,0.0,165.62690265477136
127,2021-12-20,165.29251307191964,154.23180739359154,176.23590595003287,165.29251307191964,165.29251307191964,0.3860051003211366,0.3860051003211366,0.3860051003211366,0.3860051003211366,0.3860051003211366,0.3860051003211366,0.0,0.0,0.0,165.67851817224079
128,2021-12-21,165.136779519003,155.16373175849978,177.61011735823627,165.136779519003,165.136779519003,0.9121953137274618,0.9121953137274618,0.9121953137274618,0.9121953137274618,0.9121953137274618,0.9121953137274618,0.0,0.0,0.0,166.04897483273047
129,2021-12-22,164.98104310824885,155.0682418219984,177.42171115482256,164.98104310824885,164.98104310824885,0.9028127818875734,0.9028127818875734,0.9028127818875734,0.9028127818875734,0.9028127818875734,0.9028127818875734,0.0,0.0,0.0,165.88385589013643
130,2021-12-23,164.82530669749468,154.32086395071204,176.79962536040216,164.82530669749468,164.82530669749468,0.5488971763032848,0.5488971763032848,0.5488971763032848,0.5488971763032848,0.5488971763032848,0.5488971763032848,0.0,0.0,0.0,165.37420387379797
131,2021-12-27,164.20236105447813,153.0624382640982,176.16419515891658,164.20236105447813,164.20236105447813,0.386005100322019,0.386005100322019,0.386005100322019,0.386005100322019,0.386005100322019,0.386005100322019,0.0,0.0,0.0,164.58836615480016
132,2021-12-28,164.046624643724,152.90244992250035,176.088531258707,164.046624643724,164.046624643724,0.9121953137270903,0.9121953137270903,0.9121953137270903,0.9121953137270903,0.9121953137270903,0.9121953137270903,0.0,0.0,0.0,164.95881995745108
133,2021-12-29,163.89088823296981,153.85551813395335,175.80612129060012,163.89088823296981,163.89088823296981,0.9028127818872581,0.9028127818872581,0.9028127818872581,0.9028127818872581,0.9028127818872581,0.9028127818872581,0.0,0.0,0.0,164.79370101485708
134,2021-12-30,163.7351518222157,153.25427400900006,175.52301529615067,163.7351518222157,163.7351518222157,0.548897176302481,0.548897176302481,0.548897176302481,0.548897176302481,0.548897176302481,0.548897176302481,0.0,0.0,0.0,164.2840489985182
135,2021-12-31,163.57941541146155,152.494953114945,174.84688804900225,163.57941541146155,163.57941541146155,-0.13281107590050792,-0.13281107590050792,-0.13281107590050792,-0.13281107590050792,-0.13281107590050792,-0.13281107590050792,0.0,0.0,0.0,163.44660433556103
136,2022-01-03,163.11220617919915,151.73602314517788,174.74068606959662,163.11220617919915,163.11220617919915,0.3860051003173598,0.3860051003173598,0.3860051003173598,0.3860051003173598,0.3860051003173598,0.3860051003173598,0.0,0.0,0.0,163.4982112795165
137,2022-01-04,162.95646977051837,152.9263925388744,173.97293129733342,162.95646977051837,162.95646977051837,0.9121953137273521,0.9121953137273521,0.9121953137273521,0.9121953137273521,0.9121953137273521,0.9121953137273521,0.0,0.0,0.0,163.86866508424572
138,2022-01-05,162.80073336183762,151.58527911332558,175.54312771626599,162.80073336183762,162.80073336183762,0.9028127818874586,0.9028127818874586,0.9028127818874586,0.9028127818874586,0.9028127818874586,0.9028127818874586,0.0,0.0,0.0,163.70354614372508
139,2022-01-06,162.64499695315686,151.6833024732397,174.2961830630913,162.64499695315686,162.64499695315686,0.5488971763031953,0.5488971763031953,0.5488971763031953,0.5488971763031953,0.5488971763031953,0.5488971763031953,0.0,0.0,0.0,163.19389412946006
140,2022-01-07,162.48926054447608,151.7780213126247,173.30425110821977,162.48926054447608,162.48926054447608,-0.13281107590073962,-0.13281107590073962,-0.13281107590073962,-0.13281107590073962,-0.13281107590073962,-0.13281107590073962,0.0,0.0,0.0,162.35644946857533
141,2022-01-10,162.0220513184338,151.6366056276963,173.75326511817005,162.0220513184338,162.0220513184338,0.3860051003184517,0.3860051003184517,0.3860051003184517,0.3860051003184517,0.3860051003184517,0.3860051003184517,0.0,0.0,0.0,162.40805641875224
142,2022-01-11,161.86631490975304,151.2603794845048,174.81118711542237,161.86631490975304,161.86631490975304,0.9121953137272741,0.9121953137272741,0.9121953137272741,0.9121953137272741,0.9121953137272741,0.9121953137272741,0.0,0.0,0.0,162.7785102234803
143,2022-01-12,161.7105785010723,152.10170542173563,173.88148592620368,161.7105785010723,161.7105785010723,0.9028127818871435,0.9028127818871435,0.9028127818871435,0.9028127818871435,0.9028127818871435,0.9028127818871435,0.0,0.0,0.0,162.61339128295944
144,2022-01-13,161.5548420923915,150.22767718611283,173.04753304126817,161.5548420923915,161.5548420923915,0.5488971763023917,0.5488971763023917,0.5488971763023917,0.5488971763023917,0.5488971763023917,0.5488971763023917,0.0,0.0,0.0,162.10373926869391
145,2022-01-14,161.39910567776437,150.3987613928092,172.44262747915795,161.39910567776437,161.39910567776437,-0.13281107589692145,-0.13281107589692145,-0.13281107589692145,-0.13281107589692145,-0.13281107589692145,-0.13281107589692145,0.0,0.0,0.0,161.26629460186746
146,2022-01-18,160.7761600192557,150.07963137578298,172.5794115395438,160.7761600192557,160.7761600192557,0.9121953137271962,0.9121953137271962,0.9121953137271962,0.9121953137271962,0.9121953137271962,0.9121953137271962,0.0,0.0,0.0,161.68835533298292
147,2022-01-19,160.62042360462854,150.3726113943417,172.88375282069603,160.62042360462854,160.62042360462854,0.9028127818879177,0.9028127818879177,0.9028127818879177,0.9028127818879177,0.9028127818879177,0.9028127818879177,0.0,0.0,0.0,161.52323638651646
148,2022-01-20,160.46468719000137,149.87343842860017,172.97227916980307,160.46468719000137,160.46468719000137,0.5488971763023469,0.5488971763023469,0.5488971763023469,0.5488971763023469,0.5488971763023469,0.5488971763023469,0.0,0.0,0.0,161.01358436630372
149,2022-01-21,160.30895077537423,148.60418764274755,171.10297319123063,160.30895077537423,160.30895077537423,-0.13281107589800556,-0.13281107589800556,-0.13281107589800556,-0.13281107589800556,-0.13281107589800556,-0.13281107589800556,0.0,0.0,0.0,160.1761396994762
150,2022-01-24,159.84174153149274,149.97394097315222,170.67214257495223,159.84174153149274,159.84174153149274,0.3860051003146748,0.3860051003146748,0.3860051003146748,0.3860051003146748,0.3860051003146748,0.3860051003146748,0.0,0.0,0.0,160.2277466318074
